ts0,ts1,bcr1,bcr2,bcr3
1647300000.0,22889,0.016,1.179,0.0
1647300000.0,22936,0.017,1.205,0.0
1647300000.0,22983,0.016,1.223,0.0
1647300000.0,23029,0.016,1.192,0.0
1647300000.0,23077,0.017,1.206,0.0
1647300000.0,23124,0.016,1.2,0.0
1647300000.0,23170,0.016,1.168,0.0
1647300000.0,23217,0.016,1.265,0.0
1647300000.0,23264,0.015,1.337,0.0
1647300000.0,23311,0.016,1.341,0.0
1647300000.0,23359,0.016,1.216,0.0
1647300000.0,23406,0.016,1.21,0.0
1647300000.0,23452,0.016,1.216,0.0
1647300000.0,23500,0.016,1.265,0.0
1647300000.0,23589,0.016,1.237,0.0
1647300000.0,23637,0.015,1.236,0.0
1647300000.0,23683,0.016,1.229,0.0
1647300000.0,23730,0.016,1.159,0.0
1647300000.0,23778,0.016,1.219,0.0
1647300000.0,23825,0.016,1.251,0.0
1647300000.0,23871,0.016,1.223,0.0
1647300000.0,23985,0.016,1.342,0.0
1647300000.0,24033,0.016,1.267,0.0
1647300000.0,24079,0.016,1.229,0.0
1647300000.0,24126,0.016,0.877,0.0
1647300000.0,24174,0.016,1.241,0.0
1647300000.0,24221,0.017,1.377,0.0
1647300000.0,24267,0.016,1.327,0.0
1647300000.0,24314,0.016,1.234,0.0
1647300000.0,24360,0.016,1.218,0.0
1647300000.0,24407,0.016,1.227,0.0
1647300000.0,24455,0.016,1.239,0.0
1647300000.0,24502,0.016,1.236,0.0
1647300000.0,24548,0.016,1.224,0.0
1647300000.0,24595,0.016,1.254,0.0
1647300000.0,24647,0.015,1.218,0.0
1647300000.0,24694,0.016,1.211,0.0
1647300000.0,24742,0.016,1.2,0.0
1647300000.0,24788,0.016,1.198,0.0
1647300000.0,24835,0.016,1.193,0.0
1647300000.0,24883,0.016,1.318,0.0
1647300000.0,24962,0.017,0.895,0.0
1647300000.0,25010,0.016,1.229,0.0
1647300000.0,25056,0.016,1.26,0.0
1647300000.0,25103,0.016,1.245,0.0
1647300000.0,25151,0.016,1.246,0.0
1647300000.0,25197,0.016,1.329,0.0
1647300000.0,25310,0.016,1.247,0.0
1647300000.0,25357,0.016,1.258,0.0
1647300000.0,25404,0.016,1.188,0.0
1647300000.0,25450,0.016,1.198,0.0
1647300000.0,25498,0.016,1.204,0.0
1647300000.0,25545,0.016,1.306,0.0
1647300000.0,25658,0.016,0.893,0.0
1647300000.0,25706,0.016,1.336,0.0
1647300000.0,25753,0.016,1.216,0.0
1647300000.0,25799,0.016,1.26,0.0
1647300000.0,25847,0.016,1.218,0.0
1647300000.0,25894,0.016,1.247,0.0
1647300000.0,25972,0.016,0.852,0.0
1647300000.0,26020,0.016,1.233,0.0
1647300000.0,26067,0.016,1.208,0.0
1647300000.0,26113,0.017,1.181,0.0
1647300000.0,26161,0.016,1.254,0.0
1647300000.0,26208,0.016,1.24,0.0
1647300000.0,26255,0.016,1.228,0.0
1647300000.0,26348,0.016,1.223,0.0
1647300000.0,26396,0.016,1.253,0.0
1647300000.0,26443,0.016,0.797,0.0
1647300000.0,26490,0.016,0.772,0.0
1647300000.0,26537,0.016,1.272,0.0
1647300000.0,26584,0.016,1.248,0.0
1647300000.0,26639,0.015,1.21,0.0
1647300000.0,26686,0.016,1.403,0.0
1647300000.0,26733,0.016,1.216,0.0
1647300000.0,26779,0.016,1.224,0.0
1647300000.0,26827,0.017,1.236,0.0
1647300000.0,26874,0.015,1.23,0.0
1647300000.0,26921,0.016,1.206,0.0
1647300000.0,27048,0.016,1.33,0.0
1647300000.0,27095,0.017,1.22,0.0
1647300000.0,27142,0.016,0.839,0.0
1647300000.0,27189,0.016,4.262,0.0
1647300000.0,27237,0.016,1.327,0.0
1647300000.0,27284,0.016,1.289,0.0
1647300000.0,27400,0.016,0.911,0.0
1647300000.0,27448,0.016,1.264,0.0
1647300000.0,27494,0.016,1.229,0.0
1647300000.0,27541,0.016,1.221,0.0
1647300000.0,27589,0.016,1.335,0.0
1647300000.0,27635,0.016,1.289,0.0
1647300000.0,27685,0.016,1.228,0.0
1647300000.0,27731,0.016,1.265,0.0
1647300000.0,27778,0.016,1.263,0.0
1647300000.0,27824,0.016,1.24,0.0
1647300000.0,27872,0.016,1.229,0.0
1647300000.0,27919,0.016,4.395,0.0
1647300000.0,27966,0.017,1.289,0.0
1647300000.0,28013,0.016,1.229,0.0
1647300000.0,28060,0.017,0.864,0.0
1647300000.0,28106,0.016,1.241,0.0
1647300000.0,28154,0.016,1.228,0.0
1647300000.0,28201,0.016,1.343,0.0
1647300000.0,28248,0.016,0.779,0.0
1647300000.0,28296,0.016,1.273,0.0
1647300000.0,28350,0.016,1.239,0.0
1647300000.0,28396,0.017,1.324,0.0
1647300000.0,28444,0.016,1.222,0.0
1647300000.0,28491,0.016,1.254,0.0
1647300000.0,28537,0.016,0.791,0.0
1647300000.0,28585,0.016,1.347,0.0
1647300000.0,28640,0.016,1.336,0.0
1647300000.0,28687,0.016,0.851,0.0
1647300000.0,28735,0.016,1.278,0.0
1647300000.0,28781,0.016,1.245,0.0
1647300000.0,28828,0.016,1.283,0.0
1647300000.0,28876,0.016,0.857,0.0
1647300000.0,28923,0.016,1.289,0.0
1647300000.0,28977,0.016,1.227,0.0
1647300000.0,29025,0.016,1.324,0.0
1647300000.0,29072,0.016,1.265,0.0
1647300000.0,29119,0.016,1.295,0.0
1647300000.0,29166,0.016,1.198,0.0
1647300000.0,29213,0.016,1.221,0.0
1647300000.0,29295,0.016,1.327,0.0
1647300000.0,29342,0.016,1.141,0.0
1647300000.0,29388,0.016,1.34,0.0
1647300000.0,29435,0.017,1.223,0.0
1647300000.0,29483,0.016,1.221,0.0
1647300000.0,29530,0.016,1.214,0.0
1647300000.0,29576,0.017,1.222,0.0
1647300000.0,29636,0.015,1.295,0.0
1647300000.0,29683,0.016,1.317,0.0
1647300000.0,29735,0.016,1.234,0.0
1647300000.0,29782,0.016,1.302,0.0
1647300000.0,29830,0.016,1.216,0.0
1647300000.0,29877,0.017,1.291,0.0
1647300000.0,29924,0.016,1.291,0.0
1647300000.0,29970,0.016,1.285,0.0
1647300000.0,30017,0.016,1.241,0.0
1647300000.0,30064,0.016,1.312,0.0
1647300000.0,30112,0.016,1.271,0.0
1647300000.0,30159,0.016,1.238,0.0
1647300000.0,30205,0.016,1.302,0.0
1647300000.0,30298,0.016,1.253,0.0
1647300000.0,30346,0.016,1.318,0.0
1647300000.0,30393,0.016,1.241,0.0
1647300000.0,30439,0.017,1.216,0.0
1647300000.0,30487,0.016,1.227,0.0
1647300000.0,30534,0.016,1.198,0.0
1647300000.0,30581,0.016,1.396,0.0
1647300000.0,30628,0.016,0.893,0.0
1647300000.0,30674,0.016,1.21,0.0
1647300000.0,30721,0.015,1.222,0.0
1647300000.0,30769,0.016,1.251,0.0
1647300000.0,30815,0.016,0.9,0.0
1647300000.0,30862,0.016,1.29,0.0
1647300000.0,30928,0.016,1.22,0.0
1647300000.0,30975,0.016,1.233,0.0
1647300000.0,31022,0.016,0.845,0.0
1647300000.0,31068,0.016,1.391,0.0
1647300000.0,31115,0.016,1.265,0.0
1647300000.0,31162,0.016,1.271,0.0
1647300000.0,31209,0.016,1.291,0.0
1647300000.0,31269,0.016,1.234,0.0
1647300000.0,31316,0.016,1.223,0.0
1647300000.0,31367,0.016,1.226,0.0
1647300000.0,31413,0.016,1.229,0.0
1647300000.0,31461,0.016,1.283,0.0
1647300000.0,31508,0.016,0.844,0.0
1647300000.0,31592,0.016,1.235,0.0
1647300000.0,31640,0.016,1.282,0.0
1647300000.0,31687,0.017,1.322,0.0
1647300000.0,31734,0.016,1.289,0.0
1647300000.0,31780,0.016,1.246,0.0
1647300000.0,31827,0.016,1.257,0.0
1647300000.0,31874,0.016,1.291,0.0
1647300000.0,31985,0.016,1.246,0.0
1647300000.0,32033,0.016,1.282,0.0
1647300000.0,32079,0.016,1.349,0.0
1647300000.0,32126,0.016,0.851,0.0
1647300000.0,32174,0.016,1.277,0.0
1647300000.0,32221,0.015,1.27,0.0
1647300000.0,32269,0.017,1.289,0.0
1647300000.0,32316,0.016,1.282,0.0
1647300000.0,32363,0.016,1.324,0.0
1647300000.0,32410,0.016,1.406,0.0
1647300000.0,32456,0.016,1.21,0.0
1647300000.0,32503,0.016,1.295,0.0
1647300000.0,32550,0.016,1.255,0.0
1647300000.0,32651,0.016,1.427,0.0
1647300000.0,32698,0.015,1.235,0.0
1647300000.0,32744,0.016,1.238,0.0
1647300000.0,32791,0.016,0.863,0.0
1647300000.0,32838,0.016,0.864,0.0
1647300000.0,32884,0.017,0.797,0.0
1647300000.0,33004,0.016,1.239,0.0
1647300000.0,33052,0.016,1.36,0.0
1647300000.0,33099,0.016,1.294,0.0
1647300000.0,33146,0.016,1.234,0.0
1647300000.0,33193,0.016,1.372,0.0
1647300000.0,33240,0.016,0.924,0.0
1647300000.0,33328,0.016,1.277,0.0
1647300000.0,33376,0.016,1.214,0.0
1647300000.0,33423,0.016,1.221,0.0
1647300000.0,33470,0.016,1.303,0.0
1647300000.0,33518,0.016,1.258,0.0
1647300000.0,33564,0.016,1.241,0.0
1647300000.0,33674,0.016,1.366,0.0
1647300000.0,33721,0.016,1.223,0.0
1647300000.0,33767,0.016,1.348,0.0
1647300000.0,33814,0.016,1.246,0.0
1647300000.0,33861,0.016,1.253,0.0
1647300000.0,33908,0.016,1.234,0.0
1647300000.0,33958,0.016,1.216,0.0
1647300000.0,34005,0.016,1.234,0.0
1647300000.0,34051,0.015,1.28,0.0
1647300000.0,34098,0.015,1.296,0.0
1647300000.0,34144,0.016,1.234,0.0
1647300000.0,34191,0.016,1.367,0.0
1647300000.0,34238,0.016,1.235,0.0
1647300000.0,34285,0.016,1.313,0.0
1647300000.0,34332,0.016,1.225,0.0
1647300000.0,34380,0.016,1.242,0.0
1647300000.0,34427,0.016,1.272,0.0
1647300000.0,34474,0.016,1.263,0.0
1647300000.0,34522,0.016,1.274,0.0
1647300000.0,34568,0.016,1.23,0.0
1647300000.0,34615,0.016,1.264,0.0
1647300000.0,34662,0.016,1.305,0.0
1647300000.0,34709,0.016,0.858,0.0
1647300000.0,34755,0.016,1.396,0.0
1647300000.0,34803,0.016,1.335,0.0
1647300000.0,34850,0.016,1.295,0.0
1647300000.0,34940,0.016,1.305,0.0
1647300000.0,34992,0.016,1.245,0.0
1647300000.0,35039,0.016,1.235,0.0
1647300000.0,35086,0.016,1.264,0.0
1647300000.0,35133,0.016,1.337,0.0
1647300000.0,35180,0.016,1.237,0.0
1647300000.0,35227,0.016,1.233,0.0
1647300000.0,35329,0.016,0.922,0.0
1647300000.0,35375,0.016,1.239,0.0
1647300000.0,35422,0.016,0.852,0.0
1647300000.0,35469,0.016,1.289,0.0
1647300000.0,35515,0.016,1.227,0.0
1647300000.0,35562,0.016,1.224,0.0
1647300000.0,35609,0.016,1.337,0.0
1647300000.0,35656,0.016,1.317,0.0
1647300000.0,35702,0.016,1.32,0.0
1647300000.0,35749,0.016,1.235,0.0
1647300000.0,35797,0.016,1.368,0.0
1647300000.0,35844,0.016,0.864,0.0
1647300000.0,35891,0.016,1.235,0.0
1647300000.0,35937,0.016,1.299,0.0
1647300000.0,35989,0.016,1.289,0.0
1647300000.0,36036,0.016,0.857,0.0
1647300000.0,36083,0.016,1.375,0.0
1647300000.0,36130,0.016,1.34,0.0
1647300000.0,36176,0.016,0.87,0.0
1647300000.0,36224,0.016,1.235,0.0
1647300000.0,36271,0.016,1.324,0.0
1647300000.0,36318,0.016,1.302,0.0
1647300000.0,36366,0.016,1.236,0.0
1647300000.0,36412,0.016,1.29,0.0
1647300000.0,36459,0.016,1.298,0.0
1647300000.0,36507,0.016,1.229,0.0
1647300000.0,36614,0.016,1.267,0.0
1647300000.0,36662,0.016,1.218,0.0
1647300000.0,36709,0.016,1.324,0.0
1647300000.0,36755,0.016,1.233,0.0
1647300000.0,36803,0.016,1.387,0.0
1647300000.0,36850,0.016,0.785,0.0
1647300000.0,36897,0.016,1.348,0.0
1647300000.0,37006,0.016,1.231,0.0
1647300000.0,37054,0.016,1.253,0.0
1647300000.0,37101,0.016,1.228,0.0
1647300000.0,37148,0.016,1.255,0.0
1647300000.0,37196,0.016,1.319,0.0
1647300000.0,37242,0.016,1.314,0.0
1647300000.0,37289,0.016,1.317,0.0
1647300000.0,37336,0.016,1.33,0.0
1647300000.0,37383,0.016,0.864,0.0
1647300000.0,37429,0.016,1.294,0.0
1647300000.0,37477,0.016,1.239,0.0
1647300000.0,37524,0.017,1.241,0.0
1647300000.0,37571,0.016,1.378,0.0
1647300000.0,37695,0.016,1.248,0.0
1647300000.0,37743,0.017,1.306,0.0
1647300000.0,37790,0.016,0.917,0.0
1647300000.0,37836,0.016,0.845,0.0
1647300000.0,37884,0.016,1.233,0.0
1647300000.0,37931,0.016,1.378,0.0
1647300000.0,38041,0.016,1.388,0.0
1647300000.0,38089,0.016,1.412,0.0
1647300000.0,38136,0.016,1.247,0.0
1647300000.0,38183,0.016,1.308,0.0
1647300000.0,38230,0.016,1.254,0.0
1647300000.0,38276,0.016,1.236,0.0
1647300000.0,38323,0.016,1.36,0.0
1647300000.0,38370,0.016,1.308,0.0
1647300000.0,38416,0.015,1.311,0.0
1647300000.0,38463,0.016,1.291,0.0
1647300000.0,38511,0.016,1.237,0.0
1647300000.0,38558,0.016,1.241,0.0
1647300000.0,38605,0.016,1.324,0.0
1647300000.0,38652,0.016,1.298,0.0
1647300000.0,38708,0.016,1.243,0.0
1647300000.0,38755,0.016,0.87,0.0
1647300000.0,38801,0.016,1.402,0.0
1647300000.0,38848,0.016,4.202,0.0
1647300000.0,38895,0.016,1.325,0.0
1647300000.0,38941,0.016,1.246,0.0
1647300000.0,38988,0.016,1.243,0.0
1647300000.0,39072,0.016,1.451,0.0
1647300000.0,39120,0.016,1.355,0.0
1647300000.0,39167,0.015,1.273,0.0
1647300000.0,39214,0.016,1.298,0.0
1647300000.0,39261,0.016,1.307,0.0
1647300000.0,39307,0.016,1.31,0.0
1647300000.0,39397,0.016,1.352,0.0
1647300000.0,39444,0.016,1.299,0.0
1647300000.0,39491,0.016,1.399,0.0
1647300000.0,39537,0.017,1.329,0.0
1647300000.0,39585,0.016,1.334,0.0
1647300000.0,39632,0.016,1.314,0.0
1647300000.0,39689,0.016,1.316,0.0
1647300000.0,39735,0.015,1.248,0.0
1647300000.0,39782,0.016,1.308,0.0
1647300000.0,39829,0.016,1.225,0.0
1647300000.0,39877,0.016,1.302,0.0
1647300000.0,39923,0.016,1.241,0.0
1647300000.0,39970,0.016,1.301,0.0
1647300000.0,40051,0.016,1.452,0.0
1647300000.0,40099,0.016,1.436,0.0
1647300000.0,40146,0.016,1.237,0.0
1647300000.0,40192,0.016,1.311,0.0
1647300000.0,40241,0.016,1.215,0.0
1647300000.0,40287,0.017,1.308,0.0
1647300000.0,40340,0.016,1.308,0.0
1647300000.0,40387,0.016,1.248,0.0
1647300000.0,40434,0.016,1.319,0.0
1647300000.0,40480,0.016,0.935,0.0
1647300000.0,40529,0.016,1.411,0.0
1647300000.0,40575,0.016,1.308,0.0
1647300000.0,40622,0.016,1.293,0.0
1647300000.0,40710,0.016,0.8,0.0
1647300000.0,40758,0.016,1.294,0.0
1647300000.0,40805,0.016,1.369,0.0
1647300000.0,40852,0.016,1.297,0.0
1647300000.0,40900,0.016,0.959,0.0
1647300000.0,40947,0.016,1.318,0.0
1647300000.0,40993,0.016,1.244,0.0
1647300000.0,41092,0.016,1.266,0.0
1647300000.0,41139,0.016,0.93,0.0
1647300000.0,41185,0.016,0.855,0.0
1647300000.0,41232,0.016,1.291,0.0
1647300000.0,41279,0.017,1.321,0.0
1647300000.0,41325,0.016,1.3,0.0
1647300000.0,41376,0.017,1.311,0.0
1647300000.0,41423,0.017,1.354,0.0
1647300000.0,41469,0.016,1.359,0.0
1647300000.0,41516,0.016,1.321,0.0
1647300000.0,41564,0.016,1.39,0.0
1647300000.0,41611,0.016,1.405,0.0
1647300000.0,41657,0.015,1.367,0.0
1647300000.0,41704,0.016,1.336,0.0
1647300000.0,41751,0.016,1.308,0.0
1647300000.0,41798,0.015,1.246,0.0
1647300000.0,41845,0.016,1.251,0.0
1647300000.0,41891,0.016,1.226,0.0
1647300000.0,41938,0.016,1.314,0.0
1647300000.0,41986,0.016,1.276,0.0
1647300000.0,42042,0.016,0.862,0.0
1647300000.0,42088,0.016,1.223,0.0
1647300000.0,42136,0.016,1.32,0.0
1647300000.0,42183,0.016,1.314,0.0
1647300000.0,42230,0.016,1.299,0.0
1647300000.0,42278,0.016,1.244,0.0
1647300000.0,42363,0.015,1.236,0.0
1647300000.0,42409,0.016,1.415,0.0
1647300000.0,42456,0.017,1.255,0.0
1647300000.0,42503,0.016,1.311,0.0
1647300000.0,42551,0.016,1.226,0.0
1647300000.0,42598,0.016,1.308,0.0
1647300000.0,42645,0.016,1.334,0.0
1647300000.0,42731,0.016,1.385,0.0
1647300000.0,42779,0.016,0.879,0.0
1647300000.0,42826,0.016,1.324,0.0
1647300000.0,42873,0.016,0.873,0.0
1647300000.0,42920,0.016,1.32,0.0
1647300000.0,42967,0.016,1.161,0.0
1647300000.0,43014,0.016,1.335,0.0
1647300000.0,43060,0.016,1.315,0.0
1647300000.0,43107,0.016,1.239,0.0
1647300000.0,43154,0.016,1.269,0.0
1647300000.0,43201,0.015,1.225,0.0
1647300000.0,43248,0.016,1.356,0.0
1647300000.0,43295,0.016,1.433,0.0
1647300000.0,43364,0.016,1.321,0.0
1647300000.0,43412,0.016,1.252,0.0
1647300000.0,43459,0.016,1.236,0.0
1647300000.0,43506,0.016,1.325,0.0
1647300000.0,43553,0.016,1.266,0.0
1647300000.0,43600,0.016,1.277,0.0
1647300000.0,43647,0.017,1.359,0.0
1647300000.0,43694,0.016,1.657,0.0
1647300000.0,43740,0.016,1.367,0.0
1647300000.0,43787,0.016,1.321,0.0
1647300000.0,43835,0.016,0.947,0.0
1647300000.0,43882,0.016,1.268,0.0
1647300000.0,43929,0.016,1.236,0.0
1647300000.0,43977,0.016,1.343,0.0
1647300000.0,44023,0.016,1.261,0.0
1647300000.0,44070,0.016,1.264,0.0
1647300000.0,44118,0.017,1.236,0.0
1647300000.0,44164,0.016,1.254,0.0
1647300000.0,44211,0.016,1.28,0.0
1647300000.0,44259,0.016,1.354,0.0
1647300000.0,44382,0.016,1.29,0.0
1647300000.0,44429,0.016,1.255,0.0
1647300000.0,44476,0.016,0.874,0.0
1647300000.0,44522,0.016,1.384,0.0
1647300000.0,44570,0.016,1.337,0.0
1647300000.0,44617,0.016,1.32,0.0
1647300000.0,44672,0.016,1.334,0.0
1647300000.0,44718,0.016,0.879,0.0
1647300000.0,44765,0.016,1.349,0.0
1647300000.0,44812,0.016,1.311,0.0
1647300000.0,44860,0.016,1.363,0.0
1647300000.0,44906,0.016,1.43,0.0
1647300000.0,44953,0.016,1.419,0.0
1647300000.0,45073,0.016,1.353,0.0
1647300000.0,45119,0.016,1.262,0.0
1647300000.0,45166,0.017,1.4,0.0
1647300000.0,45213,0.016,1.336,0.0
1647300000.0,45261,0.016,1.344,0.0
1647300000.0,45308,0.017,1.262,0.0
1647300000.0,45355,0.016,1.323,0.0
1647300000.0,45405,0.016,1.342,0.0
1647300000.0,45452,0.016,1.33,0.0
1647300000.0,45499,0.016,1.32,0.0
1647300000.0,45545,0.016,1.243,0.0
1647300000.0,45592,0.016,1.37,0.0
1647300000.0,45639,0.016,1.262,0.0
1647300000.0,45690,0.016,1.3,0.0
1647300000.0,45736,0.016,1.269,0.0
1647300000.0,45783,0.016,0.807,0.0
1647300000.0,45831,0.016,1.439,0.0
1647300000.0,45877,0.016,1.435,0.0
1647300000.0,45924,0.016,1.241,0.0
1647300000.0,45972,0.016,1.231,0.0
1647300000.0,46073,0.016,1.285,0.0
1647300000.0,46122,0.016,1.352,0.0
1647300000.0,46168,0.016,1.323,0.0
1647300000.0,46215,0.016,1.268,0.0
1647300000.0,46263,0.016,1.249,0.0
1647300000.0,46310,0.017,1.53,0.0
1647300000.0,46357,0.017,1.399,0.0
1647300000.0,46407,0.016,1.251,0.0
1647300000.0,46454,0.016,1.331,0.0
1647300000.0,46500,0.016,1.249,0.0
1647300000.0,46548,0.016,1.255,0.0
1647300000.0,46595,0.016,1.277,0.0
1647300000.0,46642,0.016,1.494,0.0
1647300000.0,46689,0.016,1.327,0.0
1647300000.0,46739,0.016,1.527,0.0
1647300000.0,46786,0.016,1.317,0.0
1647300000.0,46833,0.016,1.435,0.0
1647300000.0,46879,0.016,1.324,0.0
1647300000.0,46926,0.016,1.384,0.0
1647300000.0,46973,0.016,1.382,0.0
1647300000.0,47026,0.016,1.493,0.0
1647300000.0,47084,0.016,1.411,0.0
1647300000.0,47130,0.016,1.249,0.0
1647300000.0,47177,0.016,1.33,0.0
1647300000.0,47223,0.016,1.402,0.0
1647300000.0,47270,0.016,4.19,0.0
1647300000.0,47317,0.016,1.381,0.0
1647300000.0,47381,0.017,1.362,0.0
1647300000.0,47436,0.016,1.273,0.0
1647300000.0,47484,0.016,1.394,0.0
1647300000.0,47531,0.016,1.334,0.0
1647300000.0,47577,0.016,1.454,0.0
1647300000.0,47624,0.016,1.401,0.0
1647300000.0,47671,0.016,1.448,0.0
1647300000.0,47718,0.016,1.417,0.0
1647300000.0,47765,0.016,1.318,0.0
1647300000.0,47812,0.016,1.511,0.0
1647300000.0,47858,0.016,0.938,0.0
1647300000.0,47905,0.016,1.505,0.0
1647300000.0,47952,0.016,1.791,0.0
1647300000.0,47998,0.017,1.469,0.0
1647300000.0,48091,0.017,1.393,0.0
1647300000.0,48138,0.016,1.482,0.0
1647300000.0,48185,0.016,1.406,0.0
1647300000.0,48232,0.015,1.389,0.0
1647300000.0,48280,0.016,1.388,0.0
1647300000.0,48326,0.016,1.346,0.0
1647300000.0,48454,0.016,0.949,0.0
1647300000.0,48501,0.017,1.33,0.0
1647300000.0,48548,0.016,0.866,0.0
1647300000.0,48594,0.016,1.429,0.0
1647300000.0,48641,0.016,1.43,0.0
1647300000.0,48688,0.016,1.321,0.0
1647300000.0,48739,0.016,1.33,0.0
1647300000.0,48786,0.016,0.88,0.0
1647300000.0,48833,0.016,1.354,0.0
1647300000.0,48880,0.016,1.354,0.0
1647300000.0,48928,0.016,1.28,0.0
1647300000.0,48974,0.016,1.38,0.0
1647300000.0,49021,0.016,1.386,0.0
1647300000.0,49068,0.016,1.463,0.0
1647300000.0,49118,0.016,1.35,0.0
1647300000.0,49166,0.016,1.429,0.0
1647300000.0,49213,0.016,1.367,0.0
1647300000.0,49260,0.016,1.387,0.0
1647300000.0,49308,0.016,1.347,0.0
1647300000.0,49354,0.016,1.261,0.0
1647300000.0,49401,0.017,0.88,0.0
1647300000.0,49448,0.016,1.396,0.0
1647300000.0,49495,0.016,1.268,0.0
1647300000.0,49541,0.017,1.249,0.0
1647300000.0,49589,0.016,1.337,0.0
1647300000.0,49636,0.016,1.248,0.0
1647300000.0,49788,0.016,1.286,0.0
1647300000.0,49836,0.016,1.332,0.0
1647300000.0,49883,0.016,1.323,0.0
1647300000.0,49930,0.016,1.443,0.0
1647300000.0,49978,0.016,1.376,0.0
1647300000.0,50025,0.016,1.402,0.0
1647300000.0,50072,0.016,1.328,0.0
1647300000.0,50118,0.016,1.424,0.0
1647300000.0,50165,0.016,1.255,0.0
1647300000.0,50212,0.016,1.41,0.0
1647300000.0,50260,0.016,0.944,0.0
1647300000.0,50306,0.016,1.364,0.0
1647300000.0,50353,0.016,1.528,0.0
1647300000.0,50400,0.016,1.453,0.0
1647300000.0,50447,0.016,0.942,0.0
1647300000.0,50494,0.016,1.372,0.0
1647300000.0,50542,0.016,1.255,0.0
1647300000.0,50588,0.016,1.33,0.0
1647300000.0,50635,0.016,1.249,0.0
1647300000.0,50684,0.016,1.304,0.0
1647300000.0,50761,0.016,0.995,0.0
1647300000.0,50808,0.016,1.39,0.0
1647300000.0,50862,0.016,0.794,0.0
1647300000.0,50909,0.016,1.347,0.0
1647300000.0,50957,0.016,1.336,0.0
1647300000.0,51003,0.016,1.505,0.0
1647300000.0,51050,0.015,1.42,0.0
1647300000.0,51097,0.016,1.456,0.0
1647300000.0,51144,0.016,1.261,0.0
1647300000.0,51190,0.015,1.318,0.0
1647300000.0,51238,0.016,4.317,0.0
1647300000.0,51285,0.016,0.875,0.0
1647300000.0,51371,0.016,1.365,0.0
1647300000.0,51418,0.017,1.243,0.0
1647300000.0,51465,0.016,1.268,0.0
1647300000.0,51512,0.016,1.38,0.0
1647300000.0,51560,0.016,1.33,0.0
1647300000.0,51606,0.016,1.243,0.0
1647300000.0,51653,0.017,1.425,0.0
1647300000.0,51700,0.016,1.318,0.0
1647300000.0,51747,0.016,1.364,0.0
1647300000.0,51794,0.016,1.318,0.0
1647300000.0,51842,0.017,1.384,0.0
1647300000.0,51889,0.016,1.373,0.0
1647300000.0,51935,0.016,1.426,0.0
1647300000.0,51983,0.017,1.243,0.0
1647300000.0,52038,0.016,1.266,0.0
1647300000.0,52084,0.017,1.318,0.0
1647300000.0,52131,0.016,1.444,0.0
1647300000.0,52178,0.016,1.34,0.0
1647300000.0,52225,0.016,0.879,0.0
1647300000.0,52273,0.016,1.253,0.0
1647300000.0,52367,0.016,1.309,0.0
1647300000.0,52414,0.016,1.456,0.0
1647300000.0,52460,0.016,1.266,0.0
1647300000.0,52507,0.016,0.836,0.0
1647300000.0,52555,0.016,1.255,0.0
1647300000.0,52602,0.016,1.374,0.0
1647300000.0,52649,0.017,1.305,0.0
1647300000.0,52696,0.016,1.261,0.0
1647300000.0,52742,0.016,1.261,0.0
1647300000.0,52789,0.016,1.395,0.0
1647300000.0,52837,0.016,1.469,0.0
1647300000.0,52884,0.016,1.242,0.0
1647300000.0,52931,0.016,1.358,0.0
1647300000.0,52979,0.016,1.435,0.0
1647300000.0,53040,0.016,1.335,0.0
1647300000.0,53088,0.015,1.375,0.0
1647300000.0,53135,0.016,1.287,0.0
1647300000.0,53181,0.016,1.407,0.0
1647300000.0,53229,0.016,1.327,0.0
1647300000.0,53276,0.016,1.323,0.0
1647300000.0,53323,0.016,1.354,0.0
1647300000.0,53373,0.015,1.31,0.0
1647300000.0,53420,0.017,1.388,0.0
1647300000.0,53466,0.016,1.25,0.0
1647300000.0,53514,0.016,1.329,0.0
1647300000.0,53561,0.016,1.323,0.0
1647300000.0,53608,0.017,1.358,0.0
1647300000.0,53694,0.016,1.377,0.0
1647300000.0,53742,0.016,1.258,0.0
1647300000.0,53789,0.016,1.438,0.0
1647300000.0,53835,0.015,1.509,0.0
1647300000.0,53882,0.016,1.288,0.0
1647300000.0,53928,0.016,1.452,0.0
1647300000.0,53975,0.016,1.415,0.0
1647300000.0,54062,0.017,1.356,0.0
1647300000.0,54110,0.017,1.34,0.0
1647300000.0,54157,0.016,1.261,0.0
1647300000.0,54204,0.016,1.346,0.0
1647300000.0,54252,0.017,1.293,0.0
1647300000.0,54299,0.016,1.5,0.0
1647300000.0,54345,0.017,1.418,0.0
1647300000.0,54436,0.016,1.375,0.0
1647300000.0,54484,0.016,1.33,0.0
1647300000.0,54531,0.017,1.5,0.0
1647300000.0,54578,0.017,1.268,0.0
1647300000.0,54626,0.016,1.28,0.0
1647300000.0,54673,0.017,1.34,0.0
1647300000.0,54719,0.016,1.334,0.0
1647300000.0,54838,0.016,1.443,0.0
1647300000.0,54887,0.016,1.266,0.0
1647300000.0,54933,0.016,1.34,0.0
1647300000.0,54980,0.016,1.274,0.0
1647300000.0,55028,0.017,1.493,0.0
1647300000.0,55075,0.016,1.363,0.0
1647300000.0,55122,0.016,1.279,0.0
1647300000.0,55169,0.016,1.328,0.0
1647300000.0,55216,0.016,1.352,0.0
1647300000.0,55263,0.016,1.423,0.0
