6.4,48000
6.395,47400
6.39,46800
6.385,46200
6.38,45600
6.375,45000
6.37,44400
6.365,43800
6.36,43200
6.355,42600
6.35,42000
6.345,41400
6.34,40800
6.335,40200
6.33,39600
6.325,39000
6.32,38400
6.315,37800
6.31,37200
6.305,36600
6.3,36000
6.295,35400
6.29,34800
6.285,34200
6.28,33600
6.275,33000
6.27,32400
6.265,31800
6.26,31200
6.255,30600
6.25,30000
6.245,29400
6.24,28800
6.235,28200
6.23,27600
6.225,27000
6.22,26400
6.215,25800
6.21,25200
6.205,24600
6.2,24000
6.195,23400
6.19,22800
6.185,22200
6.18,21600
6.175,21000
6.17,20400
6.165,19800
6.16,19200
6.155,18600
6.15,18000
6.145,17400
6.14,16800
6.135,16200
6.13,15600
6.125,15000
6.12,14400
6.115,13800
6.11,13200
6.105,12600
6.1,12000
6.095,11400
6.09,10800
6.085,10200
6.08,9600
6.075,9000
6.07,8400
6.065,7800
6.06,7200
6.055,6600
6.05,6000
6.045,5400
6.04,4800
6.035,4200
6.03,3600
6.025,3000
6.02,2400
6.015,1800
6.01,1200
6.005,600
6.0,0
